Ground Truth Label,Ground Truth Name,Ground Truth Image Path,Predict Label,right?(1),Accuracy
139,CHINESE BAMBOO PARTRIDGE,/kaggle/input/100-bird-species/test/CHINESE BAMBOO PARTRIDGE/5.jpg,139,1,
139,CHINESE BAMBOO PARTRIDGE,/kaggle/input/100-bird-species/test/CHINESE BAMBOO PARTRIDGE/4.jpg,139,1,
139,CHINESE BAMBOO PARTRIDGE,/kaggle/input/100-bird-species/test/CHINESE BAMBOO PARTRIDGE/3.jpg,139,1,
139,CHINESE BAMBOO PARTRIDGE,/kaggle/input/100-bird-species/test/CHINESE BAMBOO PARTRIDGE/2.jpg,139,1,
139,CHINESE BAMBOO PARTRIDGE,/kaggle/input/100-bird-species/test/CHINESE BAMBOO PARTRIDGE/1.jpg,139,1,
140,CHINESE POND HERON,/kaggle/input/100-bird-species/test/CHINESE POND HERON/5.jpg,140,1,
140,CHINESE POND HERON,/kaggle/input/100-bird-species/test/CHINESE POND HERON/4.jpg,140,1,
140,CHINESE POND HERON,/kaggle/input/100-bird-species/test/CHINESE POND HERON/3.jpg,140,1,
140,CHINESE POND HERON,/kaggle/input/100-bird-species/test/CHINESE POND HERON/2.jpg,15,0,
140,CHINESE POND HERON,/kaggle/input/100-bird-species/test/CHINESE POND HERON/1.jpg,140,1,
141,CHIPPING SPARROW,/kaggle/input/100-bird-species/test/CHIPPING SPARROW/5.jpg,141,1,
141,CHIPPING SPARROW,/kaggle/input/100-bird-species/test/CHIPPING SPARROW/4.jpg,141,1,
141,CHIPPING SPARROW,/kaggle/input/100-bird-species/test/CHIPPING SPARROW/3.jpg,141,1,
141,CHIPPING SPARROW,/kaggle/input/100-bird-species/test/CHIPPING SPARROW/2.jpg,141,1,
141,CHIPPING SPARROW,/kaggle/input/100-bird-species/test/CHIPPING SPARROW/1.jpg,141,1,
142,CHUCAO TAPACULO,/kaggle/input/100-bird-species/test/CHUCAO TAPACULO/5.jpg,142,1,
142,CHUCAO TAPACULO,/kaggle/input/100-bird-species/test/CHUCAO TAPACULO/4.jpg,142,1,
142,CHUCAO TAPACULO,/kaggle/input/100-bird-species/test/CHUCAO TAPACULO/3.jpg,142,1,
142,CHUCAO TAPACULO,/kaggle/input/100-bird-species/test/CHUCAO TAPACULO/2.jpg,142,1,
142,CHUCAO TAPACULO,/kaggle/input/100-bird-species/test/CHUCAO TAPACULO/1.jpg,142,1,
143,CHUKAR PARTRIDGE,/kaggle/input/100-bird-species/test/CHUKAR PARTRIDGE/5.jpg,143,1,
143,CHUKAR PARTRIDGE,/kaggle/input/100-bird-species/test/CHUKAR PARTRIDGE/4.jpg,143,1,
143,CHUKAR PARTRIDGE,/kaggle/input/100-bird-species/test/CHUKAR PARTRIDGE/3.jpg,143,1,
143,CHUKAR PARTRIDGE,/kaggle/input/100-bird-species/test/CHUKAR PARTRIDGE/2.jpg,143,1,
143,CHUKAR PARTRIDGE,/kaggle/input/100-bird-species/test/CHUKAR PARTRIDGE/1.jpg,143,1,
144,CINNAMON ATTILA,/kaggle/input/100-bird-species/test/CINNAMON ATTILA/5.jpg,144,1,
144,CINNAMON ATTILA,/kaggle/input/100-bird-species/test/CINNAMON ATTILA/4.jpg,144,1,
144,CINNAMON ATTILA,/kaggle/input/100-bird-species/test/CINNAMON ATTILA/3.jpg,144,1,
144,CINNAMON ATTILA,/kaggle/input/100-bird-species/test/CINNAMON ATTILA/2.jpg,144,1,
144,CINNAMON ATTILA,/kaggle/input/100-bird-species/test/CINNAMON ATTILA/1.jpg,144,1,
145,CINNAMON FLYCATCHER,/kaggle/input/100-bird-species/test/CINNAMON FLYCATCHER/3.jpg,145,1,
145,CINNAMON FLYCATCHER,/kaggle/input/100-bird-species/test/CINNAMON FLYCATCHER/4.jpg,145,1,
145,CINNAMON FLYCATCHER,/kaggle/input/100-bird-species/test/CINNAMON FLYCATCHER/2.jpg,145,1,
145,CINNAMON FLYCATCHER,/kaggle/input/100-bird-species/test/CINNAMON FLYCATCHER/5.jpg,145,1,
145,CINNAMON FLYCATCHER,/kaggle/input/100-bird-species/test/CINNAMON FLYCATCHER/1.jpg,145,1,
146,CINNAMON TEAL,/kaggle/input/100-bird-species/test/CINNAMON TEAL/5.jpg,146,1,
146,CINNAMON TEAL,/kaggle/input/100-bird-species/test/CINNAMON TEAL/2.jpg,146,1,
146,CINNAMON TEAL,/kaggle/input/100-bird-species/test/CINNAMON TEAL/4.jpg,146,1,
146,CINNAMON TEAL,/kaggle/input/100-bird-species/test/CINNAMON TEAL/3.jpg,146,1,
146,CINNAMON TEAL,/kaggle/input/100-bird-species/test/CINNAMON TEAL/1.jpg,146,1,
147,CLARKS GREBE,/kaggle/input/100-bird-species/test/CLARKS GREBE/5.jpg,147,1,
147,CLARKS GREBE,/kaggle/input/100-bird-species/test/CLARKS GREBE/4.jpg,147,1,
147,CLARKS GREBE,/kaggle/input/100-bird-species/test/CLARKS GREBE/3.jpg,147,1,
147,CLARKS GREBE,/kaggle/input/100-bird-species/test/CLARKS GREBE/2.jpg,147,1,
147,CLARKS GREBE,/kaggle/input/100-bird-species/test/CLARKS GREBE/1.jpg,147,1,
148,CLARKS NUTCRACKER,/kaggle/input/100-bird-species/test/CLARKS NUTCRACKER/5.jpg,148,1,
148,CLARKS NUTCRACKER,/kaggle/input/100-bird-species/test/CLARKS NUTCRACKER/4.jpg,148,1,
148,CLARKS NUTCRACKER,/kaggle/input/100-bird-species/test/CLARKS NUTCRACKER/3.jpg,148,1,
148,CLARKS NUTCRACKER,/kaggle/input/100-bird-species/test/CLARKS NUTCRACKER/2.jpg,148,1,
148,CLARKS NUTCRACKER,/kaggle/input/100-bird-species/test/CLARKS NUTCRACKER/1.jpg,148,1,
149,COCK OF THE  ROCK,/kaggle/input/100-bird-species/test/COCK OF THE  ROCK/5.jpg,149,1,
149,COCK OF THE  ROCK,/kaggle/input/100-bird-species/test/COCK OF THE  ROCK/4.jpg,149,1,
149,COCK OF THE  ROCK,/kaggle/input/100-bird-species/test/COCK OF THE  ROCK/3.jpg,149,1,
149,COCK OF THE  ROCK,/kaggle/input/100-bird-species/test/COCK OF THE  ROCK/2.jpg,149,1,
149,COCK OF THE  ROCK,/kaggle/input/100-bird-species/test/COCK OF THE  ROCK/1.jpg,149,1,
150,COCKATOO,/kaggle/input/100-bird-species/test/COCKATOO/5.jpg,150,1,
150,COCKATOO,/kaggle/input/100-bird-species/test/COCKATOO/4.jpg,150,1,
150,COCKATOO,/kaggle/input/100-bird-species/test/COCKATOO/3.jpg,150,1,
150,COCKATOO,/kaggle/input/100-bird-species/test/COCKATOO/2.jpg,150,1,
150,COCKATOO,/kaggle/input/100-bird-species/test/COCKATOO/1.jpg,150,1,
151,COLLARED ARACARI,/kaggle/input/100-bird-species/test/COLLARED ARACARI/5.jpg,151,1,
151,COLLARED ARACARI,/kaggle/input/100-bird-species/test/COLLARED ARACARI/4.jpg,151,1,
151,COLLARED ARACARI,/kaggle/input/100-bird-species/test/COLLARED ARACARI/3.jpg,151,1,
151,COLLARED ARACARI,/kaggle/input/100-bird-species/test/COLLARED ARACARI/2.jpg,151,1,
151,COLLARED ARACARI,/kaggle/input/100-bird-species/test/COLLARED ARACARI/1.jpg,151,1,
152,COLLARED CRESCENTCHEST,/kaggle/input/100-bird-species/test/COLLARED CRESCENTCHEST/5.jpg,152,1,
152,COLLARED CRESCENTCHEST,/kaggle/input/100-bird-species/test/COLLARED CRESCENTCHEST/4.jpg,152,1,
152,COLLARED CRESCENTCHEST,/kaggle/input/100-bird-species/test/COLLARED CRESCENTCHEST/3.jpg,152,1,
152,COLLARED CRESCENTCHEST,/kaggle/input/100-bird-species/test/COLLARED CRESCENTCHEST/2.jpg,152,1,
152,COLLARED CRESCENTCHEST,/kaggle/input/100-bird-species/test/COLLARED CRESCENTCHEST/1.jpg,152,1,
153,COMMON FIRECREST,/kaggle/input/100-bird-species/test/COMMON FIRECREST/3.jpg,153,1,
153,COMMON FIRECREST,/kaggle/input/100-bird-species/test/COMMON FIRECREST/4.jpg,153,1,
153,COMMON FIRECREST,/kaggle/input/100-bird-species/test/COMMON FIRECREST/2.jpg,153,1,
153,COMMON FIRECREST,/kaggle/input/100-bird-species/test/COMMON FIRECREST/5.jpg,153,1,
153,COMMON FIRECREST,/kaggle/input/100-bird-species/test/COMMON FIRECREST/1.jpg,153,1,
154,COMMON GRACKLE,/kaggle/input/100-bird-species/test/COMMON GRACKLE/5.jpg,154,1,
154,COMMON GRACKLE,/kaggle/input/100-bird-species/test/COMMON GRACKLE/3.jpg,154,1,
154,COMMON GRACKLE,/kaggle/input/100-bird-species/test/COMMON GRACKLE/2.jpg,154,1,
154,COMMON GRACKLE,/kaggle/input/100-bird-species/test/COMMON GRACKLE/4.jpg,154,1,
154,COMMON GRACKLE,/kaggle/input/100-bird-species/test/COMMON GRACKLE/1.jpg,154,1,
155,COMMON HOUSE MARTIN,/kaggle/input/100-bird-species/test/COMMON HOUSE MARTIN/5.jpg,155,1,
155,COMMON HOUSE MARTIN,/kaggle/input/100-bird-species/test/COMMON HOUSE MARTIN/4.jpg,155,1,
155,COMMON HOUSE MARTIN,/kaggle/input/100-bird-species/test/COMMON HOUSE MARTIN/3.jpg,155,1,
155,COMMON HOUSE MARTIN,/kaggle/input/100-bird-species/test/COMMON HOUSE MARTIN/2.jpg,473,0,
155,COMMON HOUSE MARTIN,/kaggle/input/100-bird-species/test/COMMON HOUSE MARTIN/1.jpg,155,1,
156,COMMON IORA,/kaggle/input/100-bird-species/test/COMMON IORA/5.jpg,156,1,
156,COMMON IORA,/kaggle/input/100-bird-species/test/COMMON IORA/4.jpg,156,1,
156,COMMON IORA,/kaggle/input/100-bird-species/test/COMMON IORA/3.jpg,156,1,
156,COMMON IORA,/kaggle/input/100-bird-species/test/COMMON IORA/2.jpg,156,1,
156,COMMON IORA,/kaggle/input/100-bird-species/test/COMMON IORA/1.jpg,156,1,
157,COMMON LOON,/kaggle/input/100-bird-species/test/COMMON LOON/3.jpg,157,1,
157,COMMON LOON,/kaggle/input/100-bird-species/test/COMMON LOON/4.jpg,157,1,
157,COMMON LOON,/kaggle/input/100-bird-species/test/COMMON LOON/2.jpg,157,1,
157,COMMON LOON,/kaggle/input/100-bird-species/test/COMMON LOON/5.jpg,157,1,
157,COMMON LOON,/kaggle/input/100-bird-species/test/COMMON LOON/1.jpg,157,1,
158,COMMON POORWILL,/kaggle/input/100-bird-species/test/COMMON POORWILL/2.jpg,158,1,
158,COMMON POORWILL,/kaggle/input/100-bird-species/test/COMMON POORWILL/3.jpg,158,1,
158,COMMON POORWILL,/kaggle/input/100-bird-species/test/COMMON POORWILL/1.jpg,158,1,
158,COMMON POORWILL,/kaggle/input/100-bird-species/test/COMMON POORWILL/4.jpg,158,1,
158,COMMON POORWILL,/kaggle/input/100-bird-species/test/COMMON POORWILL/5.jpg,158,1,
159,COMMON STARLING,/kaggle/input/100-bird-species/test/COMMON STARLING/3.jpg,159,1,
159,COMMON STARLING,/kaggle/input/100-bird-species/test/COMMON STARLING/4.jpg,159,1,
159,COMMON STARLING,/kaggle/input/100-bird-species/test/COMMON STARLING/2.jpg,159,1,
159,COMMON STARLING,/kaggle/input/100-bird-species/test/COMMON STARLING/5.jpg,159,1,
159,COMMON STARLING,/kaggle/input/100-bird-species/test/COMMON STARLING/1.jpg,159,1,
160,COPPERSMITH BARBET,/kaggle/input/100-bird-species/test/COPPERSMITH BARBET/2.jpg,160,1,
160,COPPERSMITH BARBET,/kaggle/input/100-bird-species/test/COPPERSMITH BARBET/1.jpg,160,1,
160,COPPERSMITH BARBET,/kaggle/input/100-bird-species/test/COPPERSMITH BARBET/5.jpg,160,1,
160,COPPERSMITH BARBET,/kaggle/input/100-bird-species/test/COPPERSMITH BARBET/4.jpg,160,1,
160,COPPERSMITH BARBET,/kaggle/input/100-bird-species/test/COPPERSMITH BARBET/3.jpg,160,1,
161,COPPERY TAILED COUCAL,/kaggle/input/100-bird-species/test/COPPERY TAILED COUCAL/5.jpg,161,1,
161,COPPERY TAILED COUCAL,/kaggle/input/100-bird-species/test/COPPERY TAILED COUCAL/4.jpg,161,1,
161,COPPERY TAILED COUCAL,/kaggle/input/100-bird-species/test/COPPERY TAILED COUCAL/3.jpg,161,1,
161,COPPERY TAILED COUCAL,/kaggle/input/100-bird-species/test/COPPERY TAILED COUCAL/2.jpg,161,1,
161,COPPERY TAILED COUCAL,/kaggle/input/100-bird-species/test/COPPERY TAILED COUCAL/1.jpg,161,1,
162,CRAB PLOVER,/kaggle/input/100-bird-species/test/CRAB PLOVER/3.jpg,162,1,
162,CRAB PLOVER,/kaggle/input/100-bird-species/test/CRAB PLOVER/2.jpg,162,1,
162,CRAB PLOVER,/kaggle/input/100-bird-species/test/CRAB PLOVER/5.jpg,162,1,
162,CRAB PLOVER,/kaggle/input/100-bird-species/test/CRAB PLOVER/4.jpg,162,1,
162,CRAB PLOVER,/kaggle/input/100-bird-species/test/CRAB PLOVER/1.jpg,162,1,
163,CRANE HAWK,/kaggle/input/100-bird-species/test/CRANE HAWK/4.jpg,163,1,
163,CRANE HAWK,/kaggle/input/100-bird-species/test/CRANE HAWK/5.jpg,163,1,
163,CRANE HAWK,/kaggle/input/100-bird-species/test/CRANE HAWK/1.jpg,163,1,
163,CRANE HAWK,/kaggle/input/100-bird-species/test/CRANE HAWK/3.jpg,163,1,
163,CRANE HAWK,/kaggle/input/100-bird-species/test/CRANE HAWK/2.jpg,163,1,
164,CREAM COLORED WOODPECKER,/kaggle/input/100-bird-species/test/CREAM COLORED WOODPECKER/4.jpg,164,1,
164,CREAM COLORED WOODPECKER,/kaggle/input/100-bird-species/test/CREAM COLORED WOODPECKER/2.jpg,164,1,
164,CREAM COLORED WOODPECKER,/kaggle/input/100-bird-species/test/CREAM COLORED WOODPECKER/5.jpg,164,1,
164,CREAM COLORED WOODPECKER,/kaggle/input/100-bird-species/test/CREAM COLORED WOODPECKER/1.jpg,164,1,
164,CREAM COLORED WOODPECKER,/kaggle/input/100-bird-species/test/CREAM COLORED WOODPECKER/3.jpg,164,1,
165,CRESTED AUKLET,/kaggle/input/100-bird-species/test/CRESTED AUKLET/5.jpg,165,1,
165,CRESTED AUKLET,/kaggle/input/100-bird-species/test/CRESTED AUKLET/4.jpg,165,1,
165,CRESTED AUKLET,/kaggle/input/100-bird-species/test/CRESTED AUKLET/3.jpg,165,1,
165,CRESTED AUKLET,/kaggle/input/100-bird-species/test/CRESTED AUKLET/2.jpg,165,1,
165,CRESTED AUKLET,/kaggle/input/100-bird-species/test/CRESTED AUKLET/1.jpg,165,1,
166,CRESTED CARACARA,/kaggle/input/100-bird-species/test/CRESTED CARACARA/5.jpg,166,1,
166,CRESTED CARACARA,/kaggle/input/100-bird-species/test/CRESTED CARACARA/1.jpg,166,1,
166,CRESTED CARACARA,/kaggle/input/100-bird-species/test/CRESTED CARACARA/4.jpg,166,1,
166,CRESTED CARACARA,/kaggle/input/100-bird-species/test/CRESTED CARACARA/2.jpg,166,1,
166,CRESTED CARACARA,/kaggle/input/100-bird-species/test/CRESTED CARACARA/3.jpg,166,1,
167,CRESTED COUA,/kaggle/input/100-bird-species/test/CRESTED COUA/5.jpg,167,1,
167,CRESTED COUA,/kaggle/input/100-bird-species/test/CRESTED COUA/4.jpg,167,1,
167,CRESTED COUA,/kaggle/input/100-bird-species/test/CRESTED COUA/3.jpg,167,1,
167,CRESTED COUA,/kaggle/input/100-bird-species/test/CRESTED COUA/2.jpg,167,1,
167,CRESTED COUA,/kaggle/input/100-bird-species/test/CRESTED COUA/1.jpg,167,1,
168,CRESTED FIREBACK,/kaggle/input/100-bird-species/test/CRESTED FIREBACK/5.jpg,168,1,
168,CRESTED FIREBACK,/kaggle/input/100-bird-species/test/CRESTED FIREBACK/3.jpg,168,1,
168,CRESTED FIREBACK,/kaggle/input/100-bird-species/test/CRESTED FIREBACK/2.jpg,168,1,
168,CRESTED FIREBACK,/kaggle/input/100-bird-species/test/CRESTED FIREBACK/4.jpg,168,1,
168,CRESTED FIREBACK,/kaggle/input/100-bird-species/test/CRESTED FIREBACK/1.jpg,168,1,
169,CRESTED KINGFISHER,/kaggle/input/100-bird-species/test/CRESTED KINGFISHER/3.jpg,169,1,
169,CRESTED KINGFISHER,/kaggle/input/100-bird-species/test/CRESTED KINGFISHER/2.jpg,169,1,
169,CRESTED KINGFISHER,/kaggle/input/100-bird-species/test/CRESTED KINGFISHER/1.jpg,169,1,
169,CRESTED KINGFISHER,/kaggle/input/100-bird-species/test/CRESTED KINGFISHER/5.jpg,169,1,
169,CRESTED KINGFISHER,/kaggle/input/100-bird-species/test/CRESTED KINGFISHER/4.jpg,169,1,
170,CRESTED NUTHATCH,/kaggle/input/100-bird-species/test/CRESTED NUTHATCH/4.jpg,170,1,
170,CRESTED NUTHATCH,/kaggle/input/100-bird-species/test/CRESTED NUTHATCH/2.jpg,170,1,
170,CRESTED NUTHATCH,/kaggle/input/100-bird-species/test/CRESTED NUTHATCH/5.jpg,170,1,
170,CRESTED NUTHATCH,/kaggle/input/100-bird-species/test/CRESTED NUTHATCH/1.jpg,170,1,
170,CRESTED NUTHATCH,/kaggle/input/100-bird-species/test/CRESTED NUTHATCH/3.jpg,170,1,
171,CRESTED OROPENDOLA,/kaggle/input/100-bird-species/test/CRESTED OROPENDOLA/5.jpg,171,1,
171,CRESTED OROPENDOLA,/kaggle/input/100-bird-species/test/CRESTED OROPENDOLA/4.jpg,171,1,
171,CRESTED OROPENDOLA,/kaggle/input/100-bird-species/test/CRESTED OROPENDOLA/3.jpg,171,1,
171,CRESTED OROPENDOLA,/kaggle/input/100-bird-species/test/CRESTED OROPENDOLA/2.jpg,171,1,
171,CRESTED OROPENDOLA,/kaggle/input/100-bird-species/test/CRESTED OROPENDOLA/1.jpg,171,1,
172,CRESTED SERPENT EAGLE,/kaggle/input/100-bird-species/test/CRESTED SERPENT EAGLE/5.jpg,172,1,
172,CRESTED SERPENT EAGLE,/kaggle/input/100-bird-species/test/CRESTED SERPENT EAGLE/2.jpg,172,1,
172,CRESTED SERPENT EAGLE,/kaggle/input/100-bird-species/test/CRESTED SERPENT EAGLE/3.jpg,172,1,
172,CRESTED SERPENT EAGLE,/kaggle/input/100-bird-species/test/CRESTED SERPENT EAGLE/1.jpg,172,1,
172,CRESTED SERPENT EAGLE,/kaggle/input/100-bird-species/test/CRESTED SERPENT EAGLE/4.jpg,172,1,
173,CRESTED SHRIKETIT,/kaggle/input/100-bird-species/test/CRESTED SHRIKETIT/5.jpg,173,1,
173,CRESTED SHRIKETIT,/kaggle/input/100-bird-species/test/CRESTED SHRIKETIT/4.jpg,173,1,
173,CRESTED SHRIKETIT,/kaggle/input/100-bird-species/test/CRESTED SHRIKETIT/3.jpg,173,1,
173,CRESTED SHRIKETIT,/kaggle/input/100-bird-species/test/CRESTED SHRIKETIT/2.jpg,173,1,
173,CRESTED SHRIKETIT,/kaggle/input/100-bird-species/test/CRESTED SHRIKETIT/1.jpg,173,1,
174,CRESTED WOOD PARTRIDGE,/kaggle/input/100-bird-species/test/CRESTED WOOD PARTRIDGE/3.jpg,174,1,
174,CRESTED WOOD PARTRIDGE,/kaggle/input/100-bird-species/test/CRESTED WOOD PARTRIDGE/5.jpg,174,1,
174,CRESTED WOOD PARTRIDGE,/kaggle/input/100-bird-species/test/CRESTED WOOD PARTRIDGE/2.jpg,174,1,
174,CRESTED WOOD PARTRIDGE,/kaggle/input/100-bird-species/test/CRESTED WOOD PARTRIDGE/1.jpg,174,1,
174,CRESTED WOOD PARTRIDGE,/kaggle/input/100-bird-species/test/CRESTED WOOD PARTRIDGE/4.jpg,174,1,
175,CRIMSON CHAT,/kaggle/input/100-bird-species/test/CRIMSON CHAT/5.jpg,175,1,
175,CRIMSON CHAT,/kaggle/input/100-bird-species/test/CRIMSON CHAT/4.jpg,175,1,
175,CRIMSON CHAT,/kaggle/input/100-bird-species/test/CRIMSON CHAT/3.jpg,175,1,
175,CRIMSON CHAT,/kaggle/input/100-bird-species/test/CRIMSON CHAT/2.jpg,175,1,
175,CRIMSON CHAT,/kaggle/input/100-bird-species/test/CRIMSON CHAT/1.jpg,175,1,
176,CRIMSON SUNBIRD,/kaggle/input/100-bird-species/test/CRIMSON SUNBIRD/5.jpg,176,1,
176,CRIMSON SUNBIRD,/kaggle/input/100-bird-species/test/CRIMSON SUNBIRD/4.jpg,176,1,
176,CRIMSON SUNBIRD,/kaggle/input/100-bird-species/test/CRIMSON SUNBIRD/2.jpg,176,1,
176,CRIMSON SUNBIRD,/kaggle/input/100-bird-species/test/CRIMSON SUNBIRD/3.jpg,176,1,
176,CRIMSON SUNBIRD,/kaggle/input/100-bird-species/test/CRIMSON SUNBIRD/1.jpg,176,1,
177,CROW,/kaggle/input/100-bird-species/test/CROW/5.jpg,177,1,
177,CROW,/kaggle/input/100-bird-species/test/CROW/4.jpg,177,1,
177,CROW,/kaggle/input/100-bird-species/test/CROW/3.jpg,177,1,
177,CROW,/kaggle/input/100-bird-species/test/CROW/2.jpg,177,1,
177,CROW,/kaggle/input/100-bird-species/test/CROW/1.jpg,177,1,
178,CUBAN TODY,/kaggle/input/100-bird-species/test/CUBAN TODY/4.jpg,178,1,
178,CUBAN TODY,/kaggle/input/100-bird-species/test/CUBAN TODY/5.jpg,178,1,
178,CUBAN TODY,/kaggle/input/100-bird-species/test/CUBAN TODY/1.jpg,178,1,
178,CUBAN TODY,/kaggle/input/100-bird-species/test/CUBAN TODY/2.jpg,178,1,
178,CUBAN TODY,/kaggle/input/100-bird-species/test/CUBAN TODY/3.jpg,178,1,
179,CUBAN TROGON,/kaggle/input/100-bird-species/test/CUBAN TROGON/4.jpg,179,1,
179,CUBAN TROGON,/kaggle/input/100-bird-species/test/CUBAN TROGON/3.jpg,179,1,
179,CUBAN TROGON,/kaggle/input/100-bird-species/test/CUBAN TROGON/5.jpg,179,1,
179,CUBAN TROGON,/kaggle/input/100-bird-species/test/CUBAN TROGON/1.jpg,179,1,
179,CUBAN TROGON,/kaggle/input/100-bird-species/test/CUBAN TROGON/2.jpg,179,1,
180,CURL CRESTED ARACURI,/kaggle/input/100-bird-species/test/CURL CRESTED ARACURI/5.jpg,180,1,
180,CURL CRESTED ARACURI,/kaggle/input/100-bird-species/test/CURL CRESTED ARACURI/4.jpg,180,1,
180,CURL CRESTED ARACURI,/kaggle/input/100-bird-species/test/CURL CRESTED ARACURI/3.jpg,180,1,
180,CURL CRESTED ARACURI,/kaggle/input/100-bird-species/test/CURL CRESTED ARACURI/2.jpg,180,1,
180,CURL CRESTED ARACURI,/kaggle/input/100-bird-species/test/CURL CRESTED ARACURI/1.jpg,180,1,
181,D-ARNAUDS BARBET,/kaggle/input/100-bird-species/test/D-ARNAUDS BARBET/5.jpg,181,1,
181,D-ARNAUDS BARBET,/kaggle/input/100-bird-species/test/D-ARNAUDS BARBET/4.jpg,181,1,
181,D-ARNAUDS BARBET,/kaggle/input/100-bird-species/test/D-ARNAUDS BARBET/3.jpg,181,1,
181,D-ARNAUDS BARBET,/kaggle/input/100-bird-species/test/D-ARNAUDS BARBET/2.jpg,181,1,
181,D-ARNAUDS BARBET,/kaggle/input/100-bird-species/test/D-ARNAUDS BARBET/1.jpg,181,1,
182,DALMATIAN PELICAN,/kaggle/input/100-bird-species/test/DALMATIAN PELICAN/4.jpg,182,1,
182,DALMATIAN PELICAN,/kaggle/input/100-bird-species/test/DALMATIAN PELICAN/2.jpg,182,1,
182,DALMATIAN PELICAN,/kaggle/input/100-bird-species/test/DALMATIAN PELICAN/5.jpg,182,1,
182,DALMATIAN PELICAN,/kaggle/input/100-bird-species/test/DALMATIAN PELICAN/1.jpg,182,1,
182,DALMATIAN PELICAN,/kaggle/input/100-bird-species/test/DALMATIAN PELICAN/3.jpg,182,1,
183,DARJEELING WOODPECKER,/kaggle/input/100-bird-species/test/DARJEELING WOODPECKER/5.jpg,183,1,
183,DARJEELING WOODPECKER,/kaggle/input/100-bird-species/test/DARJEELING WOODPECKER/4.jpg,183,1,
183,DARJEELING WOODPECKER,/kaggle/input/100-bird-species/test/DARJEELING WOODPECKER/3.jpg,183,1,
183,DARJEELING WOODPECKER,/kaggle/input/100-bird-species/test/DARJEELING WOODPECKER/2.jpg,190,0,
183,DARJEELING WOODPECKER,/kaggle/input/100-bird-species/test/DARJEELING WOODPECKER/1.jpg,183,1,
184,DARK EYED JUNCO,/kaggle/input/100-bird-species/test/DARK EYED JUNCO/5.jpg,184,1,
184,DARK EYED JUNCO,/kaggle/input/100-bird-species/test/DARK EYED JUNCO/2.jpg,184,1,
184,DARK EYED JUNCO,/kaggle/input/100-bird-species/test/DARK EYED JUNCO/1.jpg,184,1,
184,DARK EYED JUNCO,/kaggle/input/100-bird-species/test/DARK EYED JUNCO/4.jpg,184,1,
184,DARK EYED JUNCO,/kaggle/input/100-bird-species/test/DARK EYED JUNCO/3.jpg,184,1,
185,DAURIAN REDSTART,/kaggle/input/100-bird-species/test/DAURIAN REDSTART/5.jpg,185,1,
185,DAURIAN REDSTART,/kaggle/input/100-bird-species/test/DAURIAN REDSTART/4.jpg,185,1,
185,DAURIAN REDSTART,/kaggle/input/100-bird-species/test/DAURIAN REDSTART/3.jpg,185,1,
185,DAURIAN REDSTART,/kaggle/input/100-bird-species/test/DAURIAN REDSTART/2.jpg,185,1,
185,DAURIAN REDSTART,/kaggle/input/100-bird-species/test/DAURIAN REDSTART/1.jpg,185,1,
186,DEMOISELLE CRANE,/kaggle/input/100-bird-species/test/DEMOISELLE CRANE/1.jpg,186,1,
186,DEMOISELLE CRANE,/kaggle/input/100-bird-species/test/DEMOISELLE CRANE/2.jpg,186,1,
186,DEMOISELLE CRANE,/kaggle/input/100-bird-species/test/DEMOISELLE CRANE/5.jpg,186,1,
186,DEMOISELLE CRANE,/kaggle/input/100-bird-species/test/DEMOISELLE CRANE/3.jpg,186,1,
186,DEMOISELLE CRANE,/kaggle/input/100-bird-species/test/DEMOISELLE CRANE/4.jpg,186,1,
187,DOUBLE BARRED FINCH,/kaggle/input/100-bird-species/test/DOUBLE BARRED FINCH/1.jpg,187,1,
187,DOUBLE BARRED FINCH,/kaggle/input/100-bird-species/test/DOUBLE BARRED FINCH/5.jpg,187,1,
187,DOUBLE BARRED FINCH,/kaggle/input/100-bird-species/test/DOUBLE BARRED FINCH/2.jpg,187,1,
187,DOUBLE BARRED FINCH,/kaggle/input/100-bird-species/test/DOUBLE BARRED FINCH/4.jpg,187,1,
187,DOUBLE BARRED FINCH,/kaggle/input/100-bird-species/test/DOUBLE BARRED FINCH/3.jpg,187,1,
188,DOUBLE BRESTED CORMARANT,/kaggle/input/100-bird-species/test/DOUBLE BRESTED CORMARANT/3.jpg,398,0,
188,DOUBLE BRESTED CORMARANT,/kaggle/input/100-bird-species/test/DOUBLE BRESTED CORMARANT/2.jpg,188,1,
188,DOUBLE BRESTED CORMARANT,/kaggle/input/100-bird-species/test/DOUBLE BRESTED CORMARANT/5.jpg,188,1,
188,DOUBLE BRESTED CORMARANT,/kaggle/input/100-bird-species/test/DOUBLE BRESTED CORMARANT/4.jpg,188,1,
188,DOUBLE BRESTED CORMARANT,/kaggle/input/100-bird-species/test/DOUBLE BRESTED CORMARANT/1.jpg,188,1,
189,DOUBLE EYED FIG PARROT,/kaggle/input/100-bird-species/test/DOUBLE EYED FIG PARROT/2.jpg,189,1,
189,DOUBLE EYED FIG PARROT,/kaggle/input/100-bird-species/test/DOUBLE EYED FIG PARROT/1.jpg,189,1,
189,DOUBLE EYED FIG PARROT,/kaggle/input/100-bird-species/test/DOUBLE EYED FIG PARROT/4.jpg,189,1,
189,DOUBLE EYED FIG PARROT,/kaggle/input/100-bird-species/test/DOUBLE EYED FIG PARROT/3.jpg,189,1,
